plat,model,sopir,hari,hard_brake,idle_minutes,overspeed,jarak_km,suhu_mesin,muatan_ton,tebal_rem_mm,kondisi_ban_pct,kondisi_aki_pct
L 1775 JO,UD Quester CKE,Kurniawan,280,10,20,0,172.1,76.5,11.9,7.12,87.9,95.0
L 1775 JO,UD Quester CKE,Kurniawan,281,7,10,2,289.7,79.8,8.5,7.11,87.9,95.0
L 1775 JO,UD Quester CKE,Kurniawan,282,4,18,2,67.3,83.3,10.4,7.11,87.9,95.0
L 1775 JO,UD Quester CKE,Kurniawan,283,5,15,2,223.8,77.3,8.3,7.1,87.8,95.0
L 1775 JO,UD Quester CKE,Kurniawan,284,6,20,2,114.0,80.6,10.8,7.09,87.8,95.0
L 1775 JO,UD Quester CKE,Kurniawan,285,3,21,3,253.1,85.6,11.0,7.08,87.8,95.0
L 1775 JO,UD Quester CKE,Kurniawan,286,3,23,3,154.6,78.8,9.2,7.07,87.8,95.0
L 1775 JO,UD Quester CKE,Kurniawan,287,11,18,1,316.3,84.2,10.1,7.05,87.7,95.0
L 1775 JO,UD Quester CKE,Kurniawan,288,7,18,0,194.5,84.7,11.3,7.04,87.7,95.0
L 1775 JO,UD Quester CKE,Kurniawan,289,11,22,2,189.9,80.2,9.9,7.03,87.6,94.9
L 1775 JO,UD Quester CKE,Kurniawan,290,10,13,2,147.1,85.4,10.8,7.02,87.6,94.9
L 1775 JO,UD Quester CKE,Kurniawan,291,5,19,0,171.1,86.2,8.6,7.01,87.6,94.9
L 1775 JO,UD Quester CKE,Kurniawan,292,4,19,2,196.8,83.3,10.4,7.0,87.6,94.9
L 1775 JO,UD Quester CKE,Kurniawan,293,8,17,4,185.0,83.3,9.2,6.99,87.5,94.9
L 1775 JO,UD Quester CKE,Kurniawan,294,4,24,2,274.0,83.7,9.8,6.98,87.5,94.9
L 1775 JO,UD Quester CKE,Kurniawan,295,8,17,1,178.7,85.8,10.1,6.97,87.5,94.9
L 1775 JO,UD Quester CKE,Kurniawan,296,4,17,0,191.5,85.4,8.4,6.96,87.4,94.9
L 1775 JO,UD Quester CKE,Kurniawan,297,6,9,3,194.1,80.4,9.7,6.95,87.4,94.9
L 1775 JO,UD Quester CKE,Kurniawan,298,6,18,0,168.2,82.7,10.1,6.94,87.4,94.9
L 1775 JO,UD Quester CKE,Kurniawan,299,4,16,3,189.4,81.4,8.5,6.93,87.4,94.9
L 1775 JO,UD Quester CKE,Kurniawan,300,5,16,0,155.9,83.6,10.2,6.92,87.3,94.9
L 1775 JO,UD Quester CKE,Kurniawan,301,4,11,2,220.2,81.2,9.0,6.91,87.3,94.9
L 1775 JO,UD Quester CKE,Kurniawan,302,7,8,4,190.6,81.3,10.7,6.9,87.3,94.9
L 1775 JO,UD Quester CKE,Kurniawan,303,6,14,2,188.3,80.5,10.6,6.89,87.2,94.9
L 1775 JO,UD Quester CKE,Kurniawan,304,3,13,5,191.8,77.6,10.7,6.88,87.2,94.8
L 1775 JO,UD Quester CKE,Kurniawan,305,6,9,3,246.4,86.6,7.9,6.87,87.2,94.8
L 1775 JO,UD Quester CKE,Kurniawan,306,6,13,0,217.5,85.6,8.6,6.86,87.1,94.8
L 1775 JO,UD Quester CKE,Kurniawan,307,6,16,3,186.5,82.4,10.4,6.85,87.1,94.8
L 1775 JO,UD Quester CKE,Kurniawan,308,6,12,0,152.0,83.0,7.5,6.84,87.1,94.8
L 1775 JO,UD Quester CKE,Kurniawan,309,7,6,0,221.9,81.0,9.5,6.83,87.0,94.8
L 1775 JO,UD Quester CKE,Kurniawan,310,6,24,2,129.8,84.1,7.8,6.82,87.0,94.8
L 1775 JO,UD Quester CKE,Kurniawan,311,8,20,2,227.6,85.8,9.2,6.81,87.0,94.8
L 1775 JO,UD Quester CKE,Kurniawan,312,6,17,1,154.3,82.5,9.2,6.8,87.0,94.8
L 1775 JO,UD Quester CKE,Kurniawan,313,7,12,0,266.9,78.1,10.3,6.79,86.9,94.8
L 1775 JO,UD Quester CKE,Kurniawan,314,6,16,3,160.9,78.2,10.5,6.78,86.9,94.8
L 1775 JO,UD Quester CKE,Kurniawan,315,7,15,3,204.1,82.1,8.9,6.77,86.9,94.8
L 1775 JO,UD Quester CKE,Kurniawan,316,2,17,0,210.2,81.4,7.0,6.76,86.8,94.8
L 1775 JO,UD Quester CKE,Kurniawan,317,6,12,4,75.9,79.8,7.7,6.76,86.8,94.8
L 1775 JO,UD Quester CKE,Kurniawan,318,8,16,3,124.7,79.4,9.3,6.75,86.8,94.8
L 1775 JO,UD Quester CKE,Kurniawan,319,10,18,0,198.0,84.1,7.4,6.74,86.8,94.8
L 1775 JO,UD Quester CKE,Kurniawan,320,6,14,5,191.3,87.3,8.2,6.73,86.7,94.7
L 1775 JO,UD Quester CKE,Kurniawan,321,7,7,3,164.8,81.3,10.1,6.72,86.7,94.7
L 1775 JO,UD Quester CKE,Kurniawan,322,8,17,5,189.8,83.3,9.5,6.71,86.7,94.7
L 1775 JO,UD Quester CKE,Kurniawan,323,8,15,0,206.9,77.7,10.3,6.7,86.7,94.7
L 1775 JO,UD Quester CKE,Kurniawan,324,8,12,1,78.7,82.1,9.7,6.69,86.6,94.7
L 1775 JO,UD Quester CKE,Kurniawan,325,7,17,1,236.1,79.4,8.0,6.68,86.6,94.7
L 1775 JO,UD Quester CKE,Kurniawan,326,3,11,0,60.2,80.1,10.3,6.68,86.6,94.7
L 1775 JO,UD Quester CKE,Kurniawan,327,7,19,3,168.3,81.6,8.3,6.67,86.6,94.7
L 1775 JO,UD Quester CKE,Kurniawan,328,7,32,0,240.9,80.7,11.1,6.65,86.5,94.7
L 1775 JO,UD Quester CKE,Kurniawan,329,7,12,1,225.5,87.4,10.2,6.64,86.5,94.7
L 1775 JO,UD Quester CKE,Kurniawan,330,5,18,4,211.6,81.9,7.4,6.63,86.5,94.7
L 1775 JO,UD Quester CKE,Kurniawan,331,9,14,1,226.3,84.6,8.0,6.62,86.4,94.7
L 1775 JO,UD Quester CKE,Kurniawan,332,5,18,4,167.9,81.7,8.3,6.61,86.4,94.7
L 1775 JO,UD Quester CKE,Kurniawan,333,9,19,0,277.4,92.7,6.9,6.59,86.4,94.7
L 1775 JO,UD Quester CKE,Kurniawan,334,7,6,1,105.4,86.7,8.7,6.59,86.4,94.7
L 1775 JO,UD Quester CKE,Kurniawan,335,8,16,4,119.5,75.7,8.4,6.58,86.3,94.7
L 1775 JO,UD Quester CKE,Kurniawan,336,5,6,2,207.0,86.3,10.5,6.57,86.3,94.6
L 1775 JO,UD Quester CKE,Kurniawan,337,5,8,0,175.2,81.7,9.7,6.56,86.3,94.6
L 1775 JO,UD Quester CKE,Kurniawan,338,3,16,3,150.4,84.0,8.9,6.56,86.3,94.6
L 1775 JO,UD Quester CKE,Kurniawan,339,8,24,2,233.3,78.3,8.6,6.54,86.2,94.6
L 1775 JO,UD Quester CKE,Kurniawan,340,7,12,1,132.5,87.5,8.0,6.54,86.2,94.6
L 1775 JO,UD Quester CKE,Kurniawan,341,8,12,3,151.5,81.2,9.7,6.53,86.2,94.6
L 1775 JO,UD Quester CKE,Kurniawan,342,7,20,2,245.1,83.0,9.0,6.51,86.1,94.6
L 1775 JO,UD Quester CKE,Kurniawan,343,8,16,2,131.7,80.4,9.7,6.51,86.1,94.6
L 1775 JO,UD Quester CKE,Kurniawan,344,4,15,0,290.8,84.3,8.6,6.49,86.1,94.6
L 1775 JO,UD Quester CKE,Kurniawan,345,9,10,1,213.9,85.1,8.5,6.48,86.0,94.6
L 1775 JO,UD Quester CKE,Kurniawan,346,7,17,2,156.2,84.8,6.6,6.47,86.0,94.6
L 1775 JO,UD Quester CKE,Kurniawan,347,6,11,2,147.9,78.7,8.4,6.46,86.0,94.6
L 1775 JO,UD Quester CKE,Kurniawan,348,5,14,2,220.5,86.8,9.3,6.45,86.0,94.6
L 1775 JO,UD Quester CKE,Kurniawan,349,4,20,2,131.2,82.5,10.1,6.45,85.9,94.6
L 1775 JO,UD Quester CKE,Kurniawan,350,4,12,2,170.0,77.7,12.2,6.44,85.9,94.6
L 1775 JO,UD Quester CKE,Kurniawan,351,5,11,1,179.9,83.2,7.8,6.43,85.9,94.6
L 1775 JO,UD Quester CKE,Kurniawan,352,9,6,1,227.5,84.4,5.6,6.42,85.9,94.5
L 1775 JO,UD Quester CKE,Kurniawan,353,6,15,2,152.3,81.5,9.9,6.41,85.8,94.5
L 1775 JO,UD Quester CKE,Kurniawan,354,8,6,2,204.8,84.8,8.1,6.4,85.8,94.5
L 1775 JO,UD Quester CKE,Kurniawan,355,7,4,1,168.0,82.5,10.1,6.39,85.8,94.5
L 1775 JO,UD Quester CKE,Kurniawan,356,4,22,0,93.2,85.1,9.3,6.38,85.8,94.5
L 1775 JO,UD Quester CKE,Kurniawan,357,10,20,2,159.0,80.4,9.7,6.37,85.7,94.5
L 1775 JO,UD Quester CKE,Kurniawan,358,5,17,1,197.2,86.9,9.9,6.37,85.7,94.5
L 1775 JO,UD Quester CKE,Kurniawan,359,5,17,2,197.4,83.5,10.4,6.36,85.7,94.5
L 1775 JO,UD Quester CKE,Kurniawan,360,8,15,0,190.7,81.8,9.9,6.34,85.6,94.5
L 1775 JO,UD Quester CKE,Kurniawan,361,4,18,2,132.5,76.1,10.3,6.34,85.6,94.5
L 1775 JO,UD Quester CKE,Kurniawan,362,4,6,1,250.5,82.9,9.8,6.33,85.6,94.5
L 1775 JO,UD Quester CKE,Kurniawan,363,6,17,2,160.1,80.4,8.8,6.32,85.6,94.5
L 1775 JO,UD Quester CKE,Kurniawan,364,11,18,1,112.9,82.0,7.0,6.31,85.5,94.5
L 1775 JO,UD Quester CKE,Kurniawan,365,8,0,1,87.0,83.7,8.2,6.31,85.5,94.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,1,8,14,2,369.4,80.6,10.1,9.66,98.1,98.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,2,7,20,0,409.9,85.9,7.9,9.64,98.1,98.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,3,4,27,3,230.9,81.6,9.8,9.63,98.0,98.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,4,9,24,3,320.5,81.7,12.0,9.61,98.0,98.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,5,7,22,1,260.3,83.7,9.7,9.59,98.0,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,6,5,17,6,327.9,82.2,9.8,9.58,97.9,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,7,10,18,3,369.4,87.0,9.3,9.55,97.8,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,8,6,14,4,372.2,83.7,11.5,9.53,97.8,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,9,9,15,0,305.8,84.7,10.8,9.51,97.7,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,10,4,4,4,369.3,84.2,11.4,9.5,97.7,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,11,8,11,2,325.8,81.4,9.4,9.48,97.6,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,12,7,14,0,335.9,86.8,7.3,9.46,97.6,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,13,8,13,4,350.9,86.2,9.1,9.44,97.5,97.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,14,8,34,3,369.0,87.3,9.1,9.42,97.4,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,15,4,8,1,306.9,84.6,11.4,9.4,97.4,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,16,6,31,5,302.2,90.2,11.0,9.39,97.3,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,17,8,13,1,381.5,83.4,10.8,9.37,97.3,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,18,5,22,3,270.3,78.8,10.3,9.35,97.2,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,19,9,25,3,285.6,83.1,10.7,9.33,97.2,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,20,6,16,3,342.2,79.3,9.5,9.32,97.1,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,21,8,22,3,346.1,83.8,9.1,9.3,97.1,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,22,10,16,1,249.8,81.5,9.3,9.28,97.0,97.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,23,7,20,4,374.7,77.0,11.5,9.26,97.0,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,24,9,29,2,274.6,85.7,11.2,9.24,96.9,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,25,6,17,3,349.2,83.0,10.3,9.23,96.9,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,26,6,17,1,329.7,79.0,8.8,9.21,96.8,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,27,14,7,4,345.0,84.0,8.8,9.18,96.8,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,28,9,8,2,331.0,88.1,11.1,9.16,96.7,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,29,7,17,3,263.3,86.4,10.1,9.15,96.7,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,30,6,10,0,426.3,77.4,10.8,9.13,96.6,97.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,31,9,16,2,308.0,83.7,9.7,9.11,96.5,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,32,7,18,4,363.0,82.7,9.9,9.09,96.5,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,33,9,13,1,256.2,83.8,11.6,9.07,96.4,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,34,8,20,2,344.3,83.5,10.8,9.05,96.4,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,35,3,21,4,363.4,82.7,12.5,9.03,96.3,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,36,10,27,3,330.1,84.9,9.4,9.01,96.3,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,37,9,16,2,257.6,86.1,12.8,9.0,96.2,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,38,10,24,4,379.2,82.7,9.7,8.97,96.2,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,39,6,30,2,337.8,79.7,9.2,8.96,96.1,97.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,40,6,16,4,355.6,84.9,10.2,8.94,96.0,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,41,9,18,3,308.4,86.4,9.0,8.92,96.0,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,42,10,21,5,293.7,82.4,9.9,8.9,95.9,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,43,6,30,2,279.2,87.4,11.2,8.88,95.9,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,44,7,7,5,437.0,84.9,10.9,8.86,95.8,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,45,8,16,4,308.9,84.8,10.5,8.84,95.8,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,46,8,13,1,357.2,81.8,10.4,8.82,95.7,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,47,8,20,2,365.7,82.8,9.9,8.8,95.6,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,48,9,19,3,382.0,84.3,11.4,8.78,95.6,97.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,49,4,34,4,362.9,82.7,8.3,8.76,95.5,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,50,9,25,0,378.7,87.7,12.2,8.74,95.5,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,51,9,18,4,352.8,84.2,9.5,8.72,95.4,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,52,4,24,2,276.1,79.7,10.0,8.7,95.4,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,53,5,25,3,391.4,80.0,8.4,8.68,95.3,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,54,11,14,3,288.0,80.6,11.0,8.66,95.2,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,55,7,26,0,329.0,81.5,9.9,8.65,95.2,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,56,7,22,2,320.4,88.3,8.6,8.63,95.1,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,57,5,30,5,231.4,89.5,11.0,8.62,95.1,97.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,58,6,19,2,330.0,81.8,8.7,8.6,95.1,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,59,5,20,1,251.7,84.7,10.9,8.59,95.0,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,60,9,19,1,396.2,85.7,13.1,8.56,95.0,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,61,10,20,5,334.1,83.3,10.1,8.54,94.9,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,62,7,32,1,238.8,81.7,10.7,8.53,94.9,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,63,7,16,0,261.3,79.1,11.3,8.51,94.8,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,64,5,15,2,270.7,83.9,10.8,8.5,94.8,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,65,11,19,0,298.3,82.2,11.9,8.48,94.7,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,66,7,21,2,359.8,81.2,8.0,8.46,94.7,97.3
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,67,2,22,3,352.1,83.4,7.7,8.45,94.6,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,68,6,18,1,361.3,82.6,11.1,8.43,94.6,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,69,10,21,3,257.7,83.3,8.1,8.41,94.5,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,70,5,20,1,454.8,85.8,10.3,8.39,94.5,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,71,2,7,6,299.9,86.6,9.5,8.38,94.4,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,72,6,12,0,361.2,84.2,9.5,8.36,94.3,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,73,4,17,3,451.5,86.2,10.4,8.34,94.3,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,74,6,26,3,338.7,86.6,9.9,8.32,94.2,97.2
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,75,9,11,2,355.9,82.9,9.9,8.3,94.2,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,76,5,24,0,378.2,83.2,10.3,8.28,94.1,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,77,8,13,3,350.1,84.3,10.1,8.26,94.0,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,78,7,18,2,232.9,81.5,8.8,8.25,94.0,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,79,7,13,3,395.4,82.1,10.6,8.22,93.9,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,80,7,18,5,245.0,81.1,10.3,8.21,93.9,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,81,7,16,1,353.8,82.8,11.0,8.19,93.8,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,82,10,18,5,387.5,81.8,12.1,8.16,93.8,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,83,9,26,0,366.9,84.0,9.1,8.14,93.7,97.1
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,84,5,18,3,297.6,80.8,9.5,8.13,93.7,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,85,6,24,1,239.5,85.4,11.4,8.12,93.6,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,86,7,12,0,331.9,84.6,9.1,8.1,93.6,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,87,9,10,3,218.1,80.2,7.9,8.08,93.5,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,88,9,21,6,340.7,81.8,8.9,8.06,93.5,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,89,10,34,4,341.6,83.3,8.1,8.04,93.4,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,90,9,14,1,319.7,80.7,9.0,8.02,93.4,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,91,7,7,2,343.3,80.1,12.0,8.0,93.3,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,92,7,12,4,333.5,87.1,12.3,7.99,93.3,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,93,5,32,0,260.2,79.1,12.0,7.97,93.2,97.0
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,94,9,20,0,328.7,90.4,10.9,7.95,93.2,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,95,7,25,3,302.5,81.0,10.9,7.94,93.1,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,96,7,20,0,324.0,79.9,11.5,7.92,93.1,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,97,6,14,1,375.6,84.6,8.8,7.9,93.0,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,98,6,23,6,354.6,86.5,9.9,7.88,93.0,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,99,6,18,4,298.9,82.0,13.1,7.86,92.9,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,100,11,19,4,264.6,85.1,10.3,7.85,92.9,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,101,9,11,0,299.2,79.0,9.0,7.83,92.8,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,102,13,26,3,354.8,84.3,10.0,7.8,92.8,96.9
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,103,8,24,2,409.4,82.3,8.9,7.78,92.7,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,104,8,17,2,378.4,82.0,9.0,7.76,92.6,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,105,7,14,1,383.8,80.0,10.4,7.74,92.6,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,106,7,18,0,365.4,82.2,11.5,7.72,92.5,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,107,8,19,3,453.2,80.7,10.6,7.69,92.4,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,108,8,9,2,244.3,82.9,8.1,7.67,92.4,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,109,8,11,3,240.7,84.5,10.1,7.66,92.4,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,110,7,19,3,282.7,83.0,9.6,7.65,92.3,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,111,10,16,1,247.2,82.3,9.3,7.63,92.3,96.8
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,112,8,20,3,260.7,74.9,10.2,7.61,92.2,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,113,9,16,5,323.2,80.9,10.7,7.59,92.2,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,114,10,18,4,306.7,81.9,11.7,7.57,92.1,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,115,4,12,3,311.1,84.0,10.9,7.56,92.1,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,116,5,11,4,308.8,81.1,10.7,7.54,92.0,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,117,10,23,3,393.7,84.6,9.5,7.52,91.9,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,118,8,23,1,298.8,83.7,11.1,7.5,91.9,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,119,8,20,0,418.0,85.4,11.1,7.48,91.8,96.7
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,120,9,23,5,391.5,84.4,11.2,7.45,91.8,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,121,8,14,2,306.9,82.6,9.9,7.44,91.7,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,122,5,20,4,304.4,82.1,11.2,7.42,91.7,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,123,8,24,4,286.5,83.8,11.0,7.4,91.6,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,124,6,12,3,214.6,73.1,11.0,7.39,91.6,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,125,6,17,3,327.8,80.8,12.7,7.37,91.5,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,126,8,35,1,309.3,83.2,10.3,7.36,91.5,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,127,10,5,5,226.9,80.7,10.3,7.34,91.4,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,128,8,17,2,330.4,81.9,11.6,7.32,91.4,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,129,9,21,4,349.1,82.4,8.1,7.3,91.3,96.6
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,130,11,25,1,370.3,84.5,9.0,7.28,91.3,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,131,10,20,1,263.0,84.3,9.0,7.26,91.2,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,132,6,21,2,304.2,80.7,11.1,7.24,91.2,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,133,10,8,1,206.4,83.5,10.5,7.23,91.1,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,134,6,16,3,415.4,80.9,10.3,7.21,91.1,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,135,9,29,3,435.0,78.8,10.7,7.18,91.0,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,136,7,18,1,397.2,84.8,10.5,7.16,90.9,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,137,4,24,2,286.9,78.6,9.8,7.15,90.9,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,138,7,27,1,290.5,81.3,9.1,7.13,90.9,96.5
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,139,5,22,2,300.3,81.1,10.4,7.12,90.8,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,140,6,18,3,348.9,87.4,11.5,7.1,90.7,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,141,8,21,6,286.1,84.6,9.1,7.08,90.7,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,142,9,22,2,401.4,83.3,10.6,7.06,90.6,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,143,4,32,1,261.6,84.9,10.4,7.05,90.6,96.4
DA 4943 KP,UD Kuzer RKE 150,Lukman Hakim,144,5,13,2,289.1,83.7,11.4,7.03,90.5,96.4
